date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:05:53	44001/44001	URF---	200	added ('OK%20(cached)')	image/jpeg		http://www.osams.si/files/2018/10/IMG_20181003_130753-520x245.jpg	D:/Robert/shitpost/berzo/files/2018/10/IMG_20181003_130753-520x245.jpg	(from http://www.osams.si/author/brankoposams-si/page/5/)
17:05:53	86134/86134	URF---	200	added ('OK%20(cached)')	image/jpeg		http://www.osams.si/files/2014/08/ams6.jpg	D:/Robert/shitpost/berzo/files/2014/08/ams6.jpg	(from http://www.osams.si/author/brankoposams-si/page/5/)
17:05:53	25474/25474	URF---	200	added ('OK%20(cached)')	image/jpeg		http://www.osams.si/files/2018/09/otvoeitevAMS-520x245.jpg	D:/Robert/shitpost/berzo/files/2018/09/otvoeitevAMS-520x245.jpg	(from http://www.osams.si/author/brankoposams-si/page/5/)
17:05:54	32857/32857	URF---	200	added ('OK%20(cached)')	image/jpeg		http://www.osams.si/files/2018/09/ana-001-e1537174779597-520x245.jpg	D:/Robert/shitpost/berzo/files/2018/09/ana-001-e1537174779597-520x245.jpg	(from http://www.osams.si/author/brankoposams-si/page/6/)
17:05:54	56667/-1	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Jan%202019%2016:05:47%20GMT	http://www.osams.si/author/brankoposams-si/page/2/	D:/Robert/shitpost/berzo/author/brankoposams-si/page/2/index.html	(from http://www.osams.si/author/brankoposams-si/)
17:05:54	44996/44996	URF---	200	added ('OK%20(cached)')	image/jpeg		http://www.osams.si/files/2018/09/received_280008389285346-520x245.jpeg	D:/Robert/shitpost/berzo/files/2018/09/received_280008389285346-520x245.jpg	(from http://www.osams.si/author/brankoposams-si/page/6/)
17:05:54	44046/44046	URF---	200	added ('OK%20(cached)')	image/jpeg		http://www.osams.si/files/2016/07/DSC00712-520x245.jpg	D:/Robert/shitpost/berzo/files/2016/07/DSC00712-520x245.jpg	(from http://www.osams.si/author/mban2guest-arnes-si/)
17:05:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Jan%202019%2016:05:48%20GMT	http://www.osams.si/?p=9319	D:/Robert/shitpost/berzo/index4cc2.html	(from http://www.osams.si/2019/01/07/pripovedovalski-festival-stare-irske-zgodbe/)
17:05:54	52633/52633	URF---	200	added ('OK%20(cached)')	image/jpeg		http://www.osams.si/files/2016/04/04_2016-999a-520x245.jpg	D:/Robert/shitpost/berzo/files/2016/04/04_2016-999a-520x245.jpg	(from http://www.osams.si/author/mban2guest-arnes-si/)
17:05:55	6861/-1	---M--	200	added ('OK')	application/rss+xml	etag:%2274c4b818fdf5a5721cf9b32c608706b0%22	http://www.osams.si/author/mban2guest-arnes-si/feed/	D:/Robert/shitpost/berzo/author/mban2guest-arnes-si/feed/index.html	(from http://www.osams.si/author/mban2guest-arnes-si/)
17:05:55	36958/36958	URF---	200	added ('OK%20(cached)')	image/jpeg		http://www.osams.si/files/2018/10/Pohod-simbioza1-520x245.jpg	D:/Robert/shitpost/berzo/files/2018/10/Pohod-simbioza1-520x245.jpg	(from http://www.osams.si/author/mbojecguest-arnes-si/)
17:05:55	36244/36244	URF---	200	added ('OK%20(cached)')	image/jpeg		http://www.osams.si/files/2018/10/20181028_173221-520x245.jpg	D:/Robert/shitpost/berzo/files/2018/10/20181028_173221-520x245.jpg	(from http://www.osams.si/author/mbojecguest-arnes-si/)
